text,intent,service,response,guide,entities
explique service,demande_information,General,Votre demande est prise en compte.,,
Hmmm Explique service,demande_information,General,Votre demande est prise en compte.,,
Où est agence,localisation_agence,General,Nous allons vous aider.,,
Localisation agence svp,localisation_agence,General,Information reçue.,,
Localisation agence à Aného,localisation_agence,General,Nous allons vous aider.,,lieu=Aného
Agence la plus proche,localisation_agence,General,Information reçue.,,
Hmmm Agence la plus proche,localisation_agence,General,Merci pour votre message.,,
Localisation agence,localisation_agence,General,Votre demande est prise en compte.,,
où est agence,localisation_agence,General,Merci pour votre message.,,
Agence la plus proche à Adidogomé,localisation_agence,General,Votre demande est prise en compte.,,lieu=Adidogomé
agence la plus proche,localisation_agence,General,Information reçue.,,
Où est agence à Adidogomé,localisation_agence,General,Merci pour votre message.,,lieu=Adidogomé
Hmmm Agence la plus proche,localisation_agence,General,Votre demande est prise en compte.,,
Où est agence svp,localisation_agence,General,Votre demande est prise en compte.,,
Localisation agence svp,localisation_agence,General,Merci pour votre message.,,
où est agence,localisation_agence,General,Information reçue.,,
Agence la plus proche,localisation_agence,General,Votre demande est prise en compte.,,
Localisation agence,localisation_agence,General,Votre demande est prise en compte.,,
Localisation agence,localisation_agence,General,Votre demande est prise en compte.,,
où est agence,localisation_agence,General,Information reçue.,,
où est agence,localisation_agence,General,Merci pour votre message.,,
localisation agence,localisation_agence,General,Merci pour votre message.,,
agence la plus proche,localisation_agence,General,Votre demande est prise en compte.,,
où est agence,localisation_agence,General,Merci pour votre message.,,
Localisation agence,localisation_agence,General,Information reçue.,,
Agence la plus proche svp,localisation_agence,General,Information reçue.,,
Localisation agence svp,localisation_agence,General,Nous allons vous aider.,,
agence la plus proche,localisation_agence,General,Nous allons vous aider.,,
Où est agence svp,localisation_agence,General,Merci pour votre message.,,
Agence la plus proche à Aného,localisation_agence,General,Information reçue.,,lieu=Aného
Où est agence svp,localisation_agence,General,Information reçue.,,
agence la plus proche,localisation_agence,General,Nous allons vous aider.,,
Localisation agence à Agoè,localisation_agence,General,Votre demande est prise en compte.,,lieu=Agoè
Agence la plus proche à Tsévié,localisation_agence,General,Merci pour votre message.,,lieu=Tsévié
Localisation agence,localisation_agence,General,Information reçue.,,
localisation agence,localisation_agence,General,Votre demande est prise en compte.,,
localisation agence,localisation_agence,General,Merci pour votre message.,,
Agence la plus proche,localisation_agence,General,Merci pour votre message.,,
où est agence,localisation_agence,General,Merci pour votre message.,,
où est agence,localisation_agence,General,Nous allons vous aider.,,
Localisation agence,localisation_agence,General,Votre demande est prise en compte.,,
Localisation agence svp,localisation_agence,General,Nous allons vous aider.,,
Agence la plus proche,localisation_agence,General,Information reçue.,,
Hmmm Agence la plus proche,localisation_agence,General,Merci pour votre message.,,
Où est agence svp,localisation_agence,General,Votre demande est prise en compte.,,
Hmmm Localisation agence,localisation_agence,General,Votre demande est prise en compte.,,
agence la plus proche,localisation_agence,General,Merci pour votre message.,,
localisation agence,localisation_agence,General,Votre demande est prise en compte.,,
Hmmm Agence la plus proche,localisation_agence,General,Votre demande est prise en compte.,,
Hmmm Agence la plus proche,localisation_agence,General,Nous allons vous aider.,,
localisation agence,localisation_agence,General,Votre demande est prise en compte.,,
Où est agence,localisation_agence,General,Information reçue.,,
Agence la plus proche svp,localisation_agence,General,Nous allons vous aider.,,
Localisation agence à Agoè,localisation_agence,General,Votre demande est prise en compte.,,lieu=Agoè
localisation agence,localisation_agence,General,Votre demande est prise en compte.,,
Hmmm Localisation agence,localisation_agence,General,Votre demande est prise en compte.,,
agence la plus proche,localisation_agence,General,Information reçue.,,
agence la plus proche,localisation_agence,General,Merci pour votre message.,,
Agence la plus proche,localisation_agence,General,Votre demande est prise en compte.,,
Hmmm Localisation agence,localisation_agence,General,Nous allons vous aider.,,
Où est agence à Adidogomé,localisation_agence,General,Merci pour votre message.,,lieu=Adidogomé
localisation agence,localisation_agence,General,Votre demande est prise en compte.,,
Agence la plus proche,localisation_agence,General,Nous allons vous aider.,,
agence la plus proche,localisation_agence,General,Nous allons vous aider.,,
Localisation agence svp,localisation_agence,General,Information reçue.,,
Hmmm Localisation agence,localisation_agence,General,Votre demande est prise en compte.,,
Hmmm Agence la plus proche,localisation_agence,General,Information reçue.,,
Agence la plus proche svp,localisation_agence,General,Nous allons vous aider.,,
agence la plus proche,localisation_agence,General,Votre demande est prise en compte.,,
Agence la plus proche à Aného,localisation_agence,General,Information reçue.,,lieu=Aného
Agence la plus proche svp,localisation_agence,General,Votre demande est prise en compte.,,
localisation agence,localisation_agence,General,Votre demande est prise en compte.,,
Horaires agence à Lomé,horaires_agence,General,Nous allons vous aider.,,lieu=Lomé
Horaires agence svp,horaires_agence,General,Nous allons vous aider.,,
Heures ouverture svp,horaires_agence,General,Votre demande est prise en compte.,,
Heures ouverture,horaires_agence,General,Votre demande est prise en compte.,,
Quand ouvert svp,horaires_agence,General,Votre demande est prise en compte.,,
Quand ouvert,horaires_agence,General,Merci pour votre message.,,
Hmmm Quand ouvert,horaires_agence,General,Votre demande est prise en compte.,,
heures ouverture,horaires_agence,General,Nous allons vous aider.,,
Hmmm Quand ouvert,horaires_agence,General,Nous allons vous aider.,,
horaires agence,horaires_agence,General,Votre demande est prise en compte.,,
Heures ouverture à Lomé,horaires_agence,General,Merci pour votre message.,,lieu=Lomé
Hmmm Quand ouvert,horaires_agence,General,Merci pour votre message.,,
Heures ouverture,horaires_agence,General,Merci pour votre message.,,
Quand ouvert svp,horaires_agence,General,Nous allons vous aider.,,
Quand ouvert,horaires_agence,General,Nous allons vous aider.,,
heures ouverture,horaires_agence,General,Nous allons vous aider.,,
Horaires agence svp,horaires_agence,General,Merci pour votre message.,,
Quand ouvert,horaires_agence,General,Information reçue.,,
Horaires agence svp,horaires_agence,General,Nous allons vous aider.,,
heures ouverture,horaires_agence,General,Votre demande est prise en compte.,,
Quand ouvert,horaires_agence,General,Information reçue.,,
Quand ouvert à Aného,horaires_agence,General,Merci pour votre message.,,lieu=Aného
Quand ouvert svp,horaires_agence,General,Votre demande est prise en compte.,,
Quand ouvert à Kegue,horaires_agence,General,Information reçue.,,lieu=Kegue
horaires agence,horaires_agence,General,Information reçue.,,
Quand ouvert à Adidogomé,horaires_agence,General,Information reçue.,,lieu=Adidogomé
Hmmm Quand ouvert,horaires_agence,General,Merci pour votre message.,,
Quand ouvert svp,horaires_agence,General,Merci pour votre message.,,
Hmmm Quand ouvert,horaires_agence,General,Nous allons vous aider.,,
Hmmm Quand ouvert,horaires_agence,General,Nous allons vous aider.,,
Quand ouvert à Kegue,horaires_agence,General,Nous allons vous aider.,,lieu=Kegue
Horaires agence à Tsévié,horaires_agence,General,Nous allons vous aider.,,lieu=Tsévié
Heures ouverture à Aného,horaires_agence,General,Merci pour votre message.,,lieu=Aného
Heures ouverture,horaires_agence,General,Votre demande est prise en compte.,,
Horaires agence à Adidogomé,horaires_agence,General,Merci pour votre message.,,lieu=Adidogomé
Hmmm Heures ouverture,horaires_agence,General,Nous allons vous aider.,,
horaires agence,horaires_agence,General,Merci pour votre message.,,
Horaires agence à Kegue,horaires_agence,General,Nous allons vous aider.,,lieu=Kegue
Quand ouvert,horaires_agence,General,Merci pour votre message.,,
Quand ouvert à Tsévié,horaires_agence,General,Information reçue.,,lieu=Tsévié
quand ouvert,horaires_agence,General,Merci pour votre message.,,
horaires agence,horaires_agence,General,Nous allons vous aider.,,
Quand ouvert,horaires_agence,General,Information reçue.,,
Quand ouvert svp,horaires_agence,General,Information reçue.,,
quand ouvert,horaires_agence,General,Nous allons vous aider.,,
Heures ouverture,horaires_agence,General,Merci pour votre message.,,
Quand ouvert svp,horaires_agence,General,Nous allons vous aider.,,
Horaires agence,horaires_agence,General,Merci pour votre message.,,
Heures ouverture svp,horaires_agence,General,Information reçue.,,
heures ouverture,horaires_agence,General,Nous allons vous aider.,,
Quand ouvert à Kegue,horaires_agence,General,Votre demande est prise en compte.,,lieu=Kegue
Hmmm Quand ouvert,horaires_agence,General,Information reçue.,,
Quand ouvert,horaires_agence,General,Nous allons vous aider.,,
Quand ouvert svp,horaires_agence,General,Votre demande est prise en compte.,,
Heures ouverture,horaires_agence,General,Nous allons vous aider.,,
Quand ouvert à Adidogomé,horaires_agence,General,Votre demande est prise en compte.,,lieu=Adidogomé
horaires agence,horaires_agence,General,Information reçue.,,
Heures ouverture svp,horaires_agence,General,Merci pour votre message.,,
Quand ouvert,horaires_agence,General,Merci pour votre message.,,
quand ouvert,horaires_agence,General,Nous allons vous aider.,,
Heures ouverture à Agoè,horaires_agence,General,Votre demande est prise en compte.,,lieu=Agoè
Quand ouvert svp,horaires_agence,General,Merci pour votre message.,,
Hmmm Quand ouvert,horaires_agence,General,Votre demande est prise en compte.,,
Heures ouverture à Aného,horaires_agence,General,Nous allons vous aider.,,lieu=Aného
heures ouverture,horaires_agence,General,Nous allons vous aider.,,
Hmmm Quand ouvert,horaires_agence,General,Nous allons vous aider.,,
Hmmm Quand ouvert,horaires_agence,General,Votre demande est prise en compte.,,
Horaires agence svp,horaires_agence,General,Information reçue.,,
Horaires agence à Agoè,horaires_agence,General,Merci pour votre message.,,lieu=Agoè
horaires agence,horaires_agence,General,Votre demande est prise en compte.,,
Téléphone service svp,contact_service,General,Nous allons vous aider.,,
Téléphone service svp,contact_service,General,Nous allons vous aider.,,
contacter tde,contact_service,General,Nous allons vous aider.,,
Numéro service,contact_service,General,Information reçue.,,
contacter tde,contact_service,General,Merci pour votre message.,,
Téléphone service,contact_service,General,Nous allons vous aider.,,
Téléphone service,contact_service,General,Nous allons vous aider.,,
numéro service,contact_service,General,Votre demande est prise en compte.,,
téléphone service,contact_service,General,Nous allons vous aider.,,
contacter tde,contact_service,General,Information reçue.,,
Contacter TDE à Lomé,contact_service,General,Nous allons vous aider.,,lieu=Lomé
Téléphone service à Lomé,contact_service,General,Votre demande est prise en compte.,,lieu=Lomé
Contacter TDE,contact_service,General,Merci pour votre message.,,
Hmmm Numéro service,contact_service,General,Nous allons vous aider.,,
Téléphone service svp,contact_service,General,Merci pour votre message.,,
Numéro service,contact_service,General,Merci pour votre message.,,
Hmmm Contacter TDE,contact_service,General,Votre demande est prise en compte.,,
Numéro service à Tsévié,contact_service,General,Votre demande est prise en compte.,,lieu=Tsévié
contacter tde,contact_service,General,Merci pour votre message.,,
Hmmm Téléphone service,contact_service,General,Votre demande est prise en compte.,,
Téléphone service,contact_service,General,Merci pour votre message.,,
Contacter TDE svp,contact_service,General,Nous allons vous aider.,,
Numéro service,contact_service,General,Nous allons vous aider.,,
Téléphone service,contact_service,General,Nous allons vous aider.,,
Hmmm Numéro service,contact_service,General,Nous allons vous aider.,,
numéro service,contact_service,General,Merci pour votre message.,,
Téléphone service,contact_service,General,Votre demande est prise en compte.,,
Numéro service svp,contact_service,General,Information reçue.,,
Numéro service,contact_service,General,Nous allons vous aider.,,
Téléphone service à Tsévié,contact_service,General,Merci pour votre message.,,lieu=Tsévié
Téléphone service à Kegue,contact_service,General,Votre demande est prise en compte.,,lieu=Kegue
Hmmm Contacter TDE,contact_service,General,Information reçue.,,
Hmmm Téléphone service,contact_service,General,Information reçue.,,
Numéro service à Lomé,contact_service,General,Information reçue.,,lieu=Lomé
téléphone service,contact_service,General,Nous allons vous aider.,,
Hmmm Numéro service,contact_service,General,Votre demande est prise en compte.,,
Contacter TDE,contact_service,General,Merci pour votre message.,,
Numéro service,contact_service,General,Nous allons vous aider.,,
Téléphone service svp,contact_service,General,Nous allons vous aider.,,
Numéro service à Kegue,contact_service,General,Information reçue.,,lieu=Kegue
Hmmm Téléphone service,contact_service,General,Nous allons vous aider.,,
téléphone service,contact_service,General,Nous allons vous aider.,,
téléphone service,contact_service,General,Votre demande est prise en compte.,,
Téléphone service svp,contact_service,General,Merci pour votre message.,,
Numéro service à Lomé,contact_service,General,Votre demande est prise en compte.,,lieu=Lomé
contacter tde,contact_service,General,Information reçue.,,
Contacter TDE svp,contact_service,General,Information reçue.,,
Numéro service svp,contact_service,General,Votre demande est prise en compte.,,
numéro service,contact_service,General,Merci pour votre message.,,
Contacter TDE svp,contact_service,General,Votre demande est prise en compte.,,
Téléphone service svp,contact_service,General,Merci pour votre message.,,
téléphone service,contact_service,General,Votre demande est prise en compte.,,
Contacter TDE svp,contact_service,General,Nous allons vous aider.,,
Numéro service svp,contact_service,General,Merci pour votre message.,,
Téléphone service à Adidogomé,contact_service,General,Information reçue.,,lieu=Adidogomé
Contacter TDE,contact_service,General,Information reçue.,,
Hmmm Téléphone service,contact_service,General,Votre demande est prise en compte.,,
Téléphone service,contact_service,General,Information reçue.,,
Téléphone service à Tsévié,contact_service,General,Information reçue.,,lieu=Tsévié
Contacter TDE à Aného,contact_service,General,Votre demande est prise en compte.,,lieu=Aného
Contacter TDE,contact_service,General,Merci pour votre message.,,
Contacter TDE à Aného,contact_service,General,Information reçue.,,lieu=Aného
Téléphone service,contact_service,General,Nous allons vous aider.,,
Hmmm Téléphone service,contact_service,General,Nous allons vous aider.,,
contacter tde,contact_service,General,Information reçue.,,
Hmmm Numéro service,contact_service,General,Nous allons vous aider.,,
Téléphone service,contact_service,General,Information reçue.,,
Hmmm Téléphone service,contact_service,General,Nous allons vous aider.,,
Téléphone service à Tsévié,contact_service,General,Merci pour votre message.,,lieu=Tsévié
Numéro service,contact_service,General,Merci pour votre message.,,
allô,salutation,General,Merci pour votre message.,,
Hmmm Hello,salutation,General,Nous allons vous aider.,,
Hello à Tsévié,salutation,General,Information reçue.,,lieu=Tsévié
Bonjour,salutation,General,Votre demande est prise en compte.,,
Hmmm Salut,salutation,General,Votre demande est prise en compte.,,
Allô à Tsévié,salutation,General,Votre demande est prise en compte.,,lieu=Tsévié
salut,salutation,General,Merci pour votre message.,,
Salut,salutation,General,Votre demande est prise en compte.,,
Allô à Agoè,salutation,General,Votre demande est prise en compte.,,lieu=Agoè
allô,salutation,General,Information reçue.,,
Hello,salutation,General,Information reçue.,,
Hmmm Hello,salutation,General,Nous allons vous aider.,,
Hello svp,salutation,General,Information reçue.,,
Allô à Aného,salutation,General,Merci pour votre message.,,lieu=Aného
Bonjour à Aného,salutation,General,Votre demande est prise en compte.,,lieu=Aného
Hello svp,salutation,General,Nous allons vous aider.,,
hello,salutation,General,Nous allons vous aider.,,
Hello à Lomé,salutation,General,Votre demande est prise en compte.,,lieu=Lomé
Hmmm Hello,salutation,General,Nous allons vous aider.,,
allô,salutation,General,Nous allons vous aider.,,
Allô à Tsévié,salutation,General,Votre demande est prise en compte.,,lieu=Tsévié
Bonjour à Tsévié,salutation,General,Information reçue.,,lieu=Tsévié
hello,salutation,General,Information reçue.,,
Hmmm Hello,salutation,General,Votre demande est prise en compte.,,
Salut svp,salutation,General,Nous allons vous aider.,,
Allô svp,salutation,General,Merci pour votre message.,,
salut,salutation,General,Information reçue.,,
Bonjour,salutation,General,Nous allons vous aider.,,
Salut svp,salutation,General,Nous allons vous aider.,,
Hmmm Hello,salutation,General,Nous allons vous aider.,,
Allô svp,salutation,General,Votre demande est prise en compte.,,
hello,salutation,General,Merci pour votre message.,,
Hello svp,salutation,General,Votre demande est prise en compte.,,
Hmmm Hello,salutation,General,Nous allons vous aider.,,
Allô svp,salutation,General,Nous allons vous aider.,,
Allô svp,salutation,General,Merci pour votre message.,,
Hmmm Allô,salutation,General,Votre demande est prise en compte.,,
Hmmm Salut,salutation,General,Merci pour votre message.,,
Salut,salutation,General,Merci pour votre message.,,
Allô,salutation,General,Merci pour votre message.,,
Bonjour svp,salutation,General,Nous allons vous aider.,,
allô,salutation,General,Nous allons vous aider.,,
Bonjour,salutation,General,Nous allons vous aider.,,
hello,salutation,General,Votre demande est prise en compte.,,
Salut,salutation,General,Votre demande est prise en compte.,,
Hmmm Hello,salutation,General,Information reçue.,,
Hello,salutation,General,Nous allons vous aider.,,
Bonjour,salutation,General,Nous allons vous aider.,,
Salut svp,salutation,General,Information reçue.,,
Bonjour à Tsévié,salutation,General,Nous allons vous aider.,,lieu=Tsévié
Allô,salutation,General,Information reçue.,,
Hmmm Salut,salutation,General,Votre demande est prise en compte.,,
bonjour,salutation,General,Votre demande est prise en compte.,,
Hmmm Allô,salutation,General,Votre demande est prise en compte.,,
Bonjour svp,salutation,General,Information reçue.,,
Bonjour à Aného,salutation,General,Nous allons vous aider.,,lieu=Aného
Allô à Aného,salutation,General,Information reçue.,,lieu=Aného
Allô svp,salutation,General,Information reçue.,,
Salut svp,salutation,General,Merci pour votre message.,,
allô,salutation,General,Nous allons vous aider.,,
Allô,salutation,General,Information reçue.,,
Bonjour à Agoè,salutation,General,Merci pour votre message.,,lieu=Agoè
Salut svp,salutation,General,Votre demande est prise en compte.,,
Salut,salutation,General,Information reçue.,,
Salut,salutation,General,Nous allons vous aider.,,
Allô,salutation,General,Nous allons vous aider.,,
Hmmm Bonjour,salutation,General,Nous allons vous aider.,,
allô,salutation,General,Nous allons vous aider.,,
Hmmm Hello,salutation,General,Merci pour votre message.,,
bonjour,salutation,General,Nous allons vous aider.,,
Merci beaucoup svp,remerciement,General,Nous allons vous aider.,,
Merci à Tsévié,remerciement,General,Merci pour votre message.,,lieu=Tsévié
Thanks,remerciement,General,Votre demande est prise en compte.,,
Hmmm Merci beaucoup,remerciement,General,Nous allons vous aider.,,
Thanks,remerciement,General,Nous allons vous aider.,,
Merci beaucoup à Kegue,remerciement,General,Information reçue.,,lieu=Kegue
thanks,remerciement,General,Votre demande est prise en compte.,,
Thanks,remerciement,General,Votre demande est prise en compte.,,
Merci svp,remerciement,General,Votre demande est prise en compte.,,
Merci svp,remerciement,General,Nous allons vous aider.,,
merci,remerciement,General,Votre demande est prise en compte.,,
thanks,remerciement,General,Nous allons vous aider.,,
merci beaucoup,remerciement,General,Merci pour votre message.,,
Thanks svp,remerciement,General,Information reçue.,,
merci,remerciement,General,Votre demande est prise en compte.,,
Thanks svp,remerciement,General,Merci pour votre message.,,
Merci beaucoup svp,remerciement,General,Merci pour votre message.,,
Merci beaucoup svp,remerciement,General,Information reçue.,,
Merci svp,remerciement,General,Merci pour votre message.,,
Thanks à Adidogomé,remerciement,General,Information reçue.,,lieu=Adidogomé
Hmmm Thanks,remerciement,General,Merci pour votre message.,,
Merci beaucoup svp,remerciement,General,Merci pour votre message.,,
Thanks,remerciement,General,Merci pour votre message.,,
Merci svp,remerciement,General,Votre demande est prise en compte.,,
Merci beaucoup à Lomé,remerciement,General,Merci pour votre message.,,lieu=Lomé
Thanks svp,remerciement,General,Votre demande est prise en compte.,,
Merci,remerciement,General,Nous allons vous aider.,,
Merci à Lomé,remerciement,General,Votre demande est prise en compte.,,lieu=Lomé
merci beaucoup,remerciement,General,Votre demande est prise en compte.,,
Thanks à Aného,remerciement,General,Merci pour votre message.,,lieu=Aného
Thanks svp,remerciement,General,Merci pour votre message.,,
Hmmm Merci,remerciement,General,Merci pour votre message.,,
Merci beaucoup,remerciement,General,Nous allons vous aider.,,
Thanks,remerciement,General,Votre demande est prise en compte.,,
Merci,remerciement,General,Merci pour votre message.,,
Merci à Lomé,remerciement,General,Votre demande est prise en compte.,,lieu=Lomé
merci beaucoup,remerciement,General,Information reçue.,,
Hmmm Merci,remerciement,General,Nous allons vous aider.,,
Hmmm Thanks,remerciement,General,Merci pour votre message.,,
thanks,remerciement,General,Information reçue.,,
Merci beaucoup à Tsévié,remerciement,General,Nous allons vous aider.,,lieu=Tsévié
Hmmm Thanks,remerciement,General,Merci pour votre message.,,
Hmmm Merci beaucoup,remerciement,General,Nous allons vous aider.,,
Merci beaucoup svp,remerciement,General,Information reçue.,,
merci,remerciement,General,Votre demande est prise en compte.,,
Thanks,remerciement,General,Information reçue.,,
Hmmm Thanks,remerciement,General,Information reçue.,,
merci beaucoup,remerciement,General,Information reçue.,,
thanks,remerciement,General,Nous allons vous aider.,,
Merci,remerciement,General,Votre demande est prise en compte.,,
Thanks,remerciement,General,Nous allons vous aider.,,
Hmmm Merci beaucoup,remerciement,General,Nous allons vous aider.,,
Merci beaucoup à Lomé,remerciement,General,Information reçue.,,lieu=Lomé
Hmmm Merci,remerciement,General,Merci pour votre message.,,
Merci beaucoup,remerciement,General,Merci pour votre message.,,
Thanks à Kegue,remerciement,General,Votre demande est prise en compte.,,lieu=Kegue
Merci beaucoup à Adidogomé,remerciement,General,Information reçue.,,lieu=Adidogomé
Thanks svp,remerciement,General,Merci pour votre message.,,
Thanks à Adidogomé,remerciement,General,Information reçue.,,lieu=Adidogomé
thanks,remerciement,General,Votre demande est prise en compte.,,
Hmmm Thanks,remerciement,General,Nous allons vous aider.,,
Merci svp,remerciement,General,Votre demande est prise en compte.,,
Merci beaucoup à Kegue,remerciement,General,Merci pour votre message.,,lieu=Kegue
merci,remerciement,General,Information reçue.,,
Thanks,remerciement,General,Votre demande est prise en compte.,,
Thanks,remerciement,General,Merci pour votre message.,,
Hmmm Thanks,remerciement,General,Nous allons vous aider.,,
merci beaucoup,remerciement,General,Nous allons vous aider.,,
Merci beaucoup svp,remerciement,General,Information reçue.,,
Thanks svp,remerciement,General,Merci pour votre message.,,
Hmmm OK,confirmation,General,Nous allons vous aider.,,
D'accord svp,confirmation,General,Votre demande est prise en compte.,,
C'est bon svp,confirmation,General,Nous allons vous aider.,,
C'est bon,confirmation,General,Merci pour votre message.,,
C'est bon à Kegue,confirmation,General,Votre demande est prise en compte.,,lieu=Kegue
C'est bon svp,confirmation,General,Nous allons vous aider.,,
C'est bon svp,confirmation,General,Merci pour votre message.,,
D'accord svp,confirmation,General,Votre demande est prise en compte.,,
D'accord à Adidogomé,confirmation,General,Information reçue.,,lieu=Adidogomé
OK svp,confirmation,General,Merci pour votre message.,,
D'accord svp,confirmation,General,Votre demande est prise en compte.,,
OK à Adidogomé,confirmation,General,Nous allons vous aider.,,lieu=Adidogomé
Hmmm C'est bon,confirmation,General,Information reçue.,,
d'accord,confirmation,General,Votre demande est prise en compte.,,
Hmmm C'est bon,confirmation,General,Merci pour votre message.,,
D'accord svp,confirmation,General,Votre demande est prise en compte.,,
OK à Agoè,confirmation,General,Votre demande est prise en compte.,,lieu=Agoè
OK svp,confirmation,General,Nous allons vous aider.,,
Hmmm C'est bon,confirmation,General,Information reçue.,,
d'accord,confirmation,General,Votre demande est prise en compte.,,
C'est bon à Tsévié,confirmation,General,Merci pour votre message.,,lieu=Tsévié
ok,confirmation,General,Nous allons vous aider.,,
D'accord svp,confirmation,General,Votre demande est prise en compte.,,
ok,confirmation,General,Merci pour votre message.,,
Hmmm D'accord,confirmation,General,Information reçue.,,
c'est bon,confirmation,General,Nous allons vous aider.,,
OK à Tsévié,confirmation,General,Merci pour votre message.,,lieu=Tsévié
c'est bon,confirmation,General,Votre demande est prise en compte.,,
C'est bon à Tsévié,confirmation,General,Nous allons vous aider.,,lieu=Tsévié
c'est bon,confirmation,General,Information reçue.,,
Hmmm OK,confirmation,General,Information reçue.,,
ok,confirmation,General,Votre demande est prise en compte.,,
Hmmm OK,confirmation,General,Votre demande est prise en compte.,,
C'est bon,confirmation,General,Nous allons vous aider.,,
D'accord svp,confirmation,General,Merci pour votre message.,,
D'accord à Aného,confirmation,General,Nous allons vous aider.,,lieu=Aného
Hmmm OK,confirmation,General,Nous allons vous aider.,,
C'est bon svp,confirmation,General,Nous allons vous aider.,,
ok,confirmation,General,Nous allons vous aider.,,
Hmmm OK,confirmation,General,Information reçue.,,
OK,confirmation,General,Votre demande est prise en compte.,,
D'accord svp,confirmation,General,Nous allons vous aider.,,
Hmmm C'est bon,confirmation,General,Information reçue.,,
D'accord svp,confirmation,General,Information reçue.,,
ok,confirmation,General,Merci pour votre message.,,
d'accord,confirmation,General,Nous allons vous aider.,,
Hmmm OK,confirmation,General,Votre demande est prise en compte.,,
OK à Agoè,confirmation,General,Information reçue.,,lieu=Agoè
OK,confirmation,General,Votre demande est prise en compte.,,
ok,confirmation,General,Information reçue.,,
Hmmm C'est bon,confirmation,General,Information reçue.,,
D'accord à Aného,confirmation,General,Nous allons vous aider.,,lieu=Aného
Hmmm OK,confirmation,General,Merci pour votre message.,,
OK svp,confirmation,General,Information reçue.,,
OK,confirmation,General,Merci pour votre message.,,
Hmmm OK,confirmation,General,Information reçue.,,
OK,confirmation,General,Information reçue.,,
Hmmm C'est bon,confirmation,General,Votre demande est prise en compte.,,
Hmmm OK,confirmation,General,Nous allons vous aider.,,
OK à Tsévié,confirmation,General,Votre demande est prise en compte.,,lieu=Tsévié
d'accord,confirmation,General,Nous allons vous aider.,,
Hmmm OK,confirmation,General,Information reçue.,,
C'est bon svp,confirmation,General,Information reçue.,,
C'est bon svp,confirmation,General,Votre demande est prise en compte.,,
Hmmm D'accord,confirmation,General,Nous allons vous aider.,,
C'est bon à Adidogomé,confirmation,General,Information reçue.,,lieu=Adidogomé
Hmmm OK,confirmation,General,Nous allons vous aider.,,
C'est bon à Adidogomé,confirmation,General,Information reçue.,,lieu=Adidogomé
OK,confirmation,General,Information reçue.,,
C'est bon à Tsévié,confirmation,General,Information reçue.,,lieu=Tsévié
Hmmm Film,hors_sujet,Aucun,Information reçue.,,
Hmmm Blague,hors_sujet,Aucun,Nous allons vous aider.,,
Hmmm Score match,hors_sujet,Aucun,Merci pour votre message.,,
film,hors_sujet,Aucun,Information reçue.,,
Blague à Agoè,hors_sujet,Aucun,Votre demande est prise en compte.,,lieu=Agoè
Hmmm Film,hors_sujet,Aucun,Information reçue.,,
Score match svp,hors_sujet,Aucun,Nous allons vous aider.,,
Film,hors_sujet,Aucun,Merci pour votre message.,,
Score match,hors_sujet,Aucun,Votre demande est prise en compte.,,
score match,hors_sujet,Aucun,Votre demande est prise en compte.,,
Film,hors_sujet,Aucun,Information reçue.,,
Hmmm Blague,hors_sujet,Aucun,Merci pour votre message.,,
Score match,hors_sujet,Aucun,Votre demande est prise en compte.,,
Score match à Aného,hors_sujet,Aucun,Merci pour votre message.,,lieu=Aného
Score match svp,hors_sujet,Aucun,Votre demande est prise en compte.,,
Hmmm Film,hors_sujet,Aucun,Merci pour votre message.,,
Blague svp,hors_sujet,Aucun,Votre demande est prise en compte.,,
Film,hors_sujet,Aucun,Merci pour votre message.,,
Blague à Lomé,hors_sujet,Aucun,Merci pour votre message.,,lieu=Lomé
Score match à Kegue,hors_sujet,Aucun,Merci pour votre message.,,lieu=Kegue
Score match à Adidogomé,hors_sujet,Aucun,Votre demande est prise en compte.,,lieu=Adidogomé
Hmmm Film,hors_sujet,Aucun,Votre demande est prise en compte.,,
Hmmm Film,hors_sujet,Aucun,Merci pour votre message.,,
Score match svp,hors_sujet,Aucun,Merci pour votre message.,,
Hmmm Score match,hors_sujet,Aucun,Nous allons vous aider.,,
Hmmm Blague,hors_sujet,Aucun,Information reçue.,,
Film svp,hors_sujet,Aucun,Merci pour votre message.,,
Blague svp,hors_sujet,Aucun,Merci pour votre message.,,
score match,hors_sujet,Aucun,Votre demande est prise en compte.,,
Film à Adidogomé,hors_sujet,Aucun,Merci pour votre message.,,lieu=Adidogomé
Score match,hors_sujet,Aucun,Votre demande est prise en compte.,,
Blague svp,hors_sujet,Aucun,Merci pour votre message.,,
Score match,hors_sujet,Aucun,Information reçue.,,
Film à Adidogomé,hors_sujet,Aucun,Merci pour votre message.,,lieu=Adidogomé
Film à Aného,hors_sujet,Aucun,Nous allons vous aider.,,lieu=Aného
score match,hors_sujet,Aucun,Nous allons vous aider.,,
Blague svp,hors_sujet,Aucun,Votre demande est prise en compte.,,
Blague,hors_sujet,Aucun,Merci pour votre message.,,
Film,hors_sujet,Aucun,Merci pour votre message.,,
Blague à Kegue,hors_sujet,Aucun,Information reçue.,,lieu=Kegue
film,hors_sujet,Aucun,Merci pour votre message.,,
Hmmm Score match,hors_sujet,Aucun,Votre demande est prise en compte.,,
Blague svp,hors_sujet,Aucun,Merci pour votre message.,,
